ID_Pessoa,Idade,Renda,Tipo_de_Residência,Tempo_de_trabalho,ID_Emprestimo,Intenção_do_emprestimo,Grau_emprestimo,Quantidade_emprestimo,Taxa_juros,Estado_emprestimo,Renda_percentual,ID_historico,inadimplencia,tempo_historico_de_credito
6StaWd44-qEPK,23,62844,Aluguel,7,2wJzRSF5-ByWr,"Melhoramento do lar",C,7500,11.97,1,0.12,hazDbodb-B1cy,N,4
FCi4fCdc-LAjl,29,19200,Aluguel,1,q7RMwBnh-JvuQ,Pessoal,A,2000,5.99,1,0.1,aIn18x3U-ppbw,N,7
QBIGEjtz-lEpR,24,75000,Aluguel,3,Pdrcynqc-XfuC,"Melhoramento do lar",B,13000,10.99,0,0.17,LW0HC1yJ-SG0O,N,4
yBwjIbje-bDk9,30,78000,Aluguel,14,XIN6EmCC-jrSa,Investimento,C,3000,11.97,0,0.04,B1m6Aog3-KbaT,N,6
JBny3wE8-y0ow,29,148616,Aluguel,2,WxsT7tAj-QYIz,Educação,A,29550,8.9,0,0.2,IGEUte1d-bm3p,N,9
J8l4Eaon-6MJz,23,50000,Própria,4,bXknetvH-RY1e,Investimento,A,4800,5.99,0,0.1,GsSwu31M-mWQZ,N,3
B53vTRCZ-flDU,31,45000,Aluguel,1,YOajMy7Q-eleD,Médico,C,14000,13.06,1,0.31,7gBKqvxD-GYgk,N,6
jC0eZpFF-CupD,33,69996,Hipotecada,11,oJGZ0bMQ-UK5F,Médico,B,3200,9.99,0,0.05,o9cavAju-cHw7,N,8
wjbuyhj2-9sRo,24,64000,Hipotecada,3,EMuAnIzL-3ZnY,Médico,B,13225,10.37,0,0.21,GRi6AWXg-qE0W,N,3
G76Hf5LP-KKD1,23,60000,Aluguel,7,Boe9aqcv-lyW1,Médico,A,20000,7.9,1,0.33,wYfmQGKH-nksB,N,2
OszY7vsP-cYyv,42,45000,Aluguel,1,zXgHJN2m-rcA9,"Quitação de dividas",B,18200,10.83,1,0.4,6rHQ0a3Y-6jDn,N,14
P0XjN2Gt-zOeZ,27,37000,Aluguel,4,FmSK7AfS-RtnO,Educação,B,7900,11.11,0,0.21,MlbtXy2l-m4Xq,N,7
FRXzU5BC-Eg5u,24,68000,Hipotecada,8,CCCTUmMd-pnFs,Médico,A,8000,7.49,0,0.12,dTzQBkS1-HloY,N,4
tQAaY8Hk-H0ag,30,150000,Aluguel,14,e9CIoik2-qFhR,"Quitação de dividas",A,12000,7.29,0,0.08,oRprqonk-EXZi,N,7
UJDiEscG-DEAK,23,26976,Aluguel,4,XndrCW1h-zX3G,Pessoal,A,9000,7.51,1,0.33,tj1JXqNq-q5zC,N,4
Ba36SvE4-OUlG,26,70000,Hipotecada,3,snc7PYtW-PlPq,Educação,C,3500,14.35,0,0.05,5pSAKt4b-yTrQ,N,3
DDlZRDXH-BBKx,29,36000,Aluguel,4,BLTldngb-5q2M,Educação,A,6000,5.99,0,0.17,EY7uB995-zr55,N,6
rqvU6Dv9-zhyo,28,52000,Aluguel,12,P6wK0IEW-7vwy,Investimento,A,10000,6.92,0,0.19,IjkwNnRA-MDaK,N,8
lywddgDp-yAYj,32,90000,Hipotecada,16,TiAjSdNx-aesD,Educação,C,21400,15.23,0,0.24,vuaS0hT5-BPFB,Y,5
CyqH3OSg-i6yC,25,31200,Aluguel,1,vOw78cL2-ERjC,"Quitação de dividas",C,6000,13.8,1,0.19,Lcp4cnds-iEGC,N,4
ZiraAGZr-Blv6,23,88500,Hipotecada,2,u60uUksO-0c3B,Educação,C,5000,13.99,0,0.06,HgmZfcIy-56Za,N,4
wwpyUKHJ-INIQ,22,71000,Hipotecada,6,gE7HYWwM-5w1Q,Pessoal,A,3200,7.4,0,0.05,dJn2ZYyX-pTii,N,2
iR9N70M9-lWAR,27,60000,Hipotecada,9,elOLFRCQ-tDoJ,Pessoal,A,5000,7.88,0,0.08,BbUsaPpc-E5XD,N,5
T5Dvhbdi-IHY2,47,43200,Hipotecada,8,zrLvc4Xv-Bpes,"Melhoramento do lar",D,13750,14.84,0,0.32,BSsGmCQF-XzH9,Y,13
mOAF4Lsv-JQ8l,28,64600,Aluguel,3,Ed24NNhB-7JhR,Pessoal,C,10000,13.48,0,0.15,o6W8kk4m-dR29,Y,7
1cF9wP51-A8o6,45,42320,Hipotecada,6,OgABBHeA-5n3f,"Melhoramento do lar",C,7475,13.49,0,0.18,PYRHFzu2-QMZR,N,13
yjhbYCGL-ucAK,27,41000,Aluguel,0,Ywy6Bmu5-ePU5,Médico,B,15000,11.48,1,0.37,KrNP1ebP-4DA4,N,8
Y9dGPm1k-DqjO,38,37500,Outro,0,kgwRBc7n-ei71,Educação,C,12000,13.47,1,0.32,DmTZRgvW-H4R5,Y,16
FxXpyJEX-mofI,26,34000,Hipotecada,6,It8W7yGz-ZtRg,"Quitação de dividas",A,12000,6.03,0,0.35,hmUKUJqd-BgAZ,N,4
4eNiUb0n-wmdW,22,58608,Aluguel,4,lgOkxPOP-wDJu,Médico,A,10000,7.51,0,0.17,gM00maY2-Aada,N,2
8Wj4ENrj-lTZi,25,80000,Própria,9,pDMCddk0-zrba,Pessoal,B,2700,10.59,0,0.03,FR4Qn2rh-fcUl,N,4
c0ZRHynL-kGgf,22,60000,Aluguel,0,ySyl6cbg-GRUn,Médico,A,5500,7.88,0,0.09,AyUBuBee-wltx,N,2
XCgfmuQX-dIeh,43,65000,Hipotecada,2,NOFe2JwQ-1mdv,Educação,B,24000,10.99,0,0.37,QaQngLe2-f6nY,N,13
yAYEB6DC-fA9Q,27,75805,Aluguel,1,T5jyuGbZ-WAqz,"Quitação de dividas",E,13450,16.32,1,0.18,lkXklYMD-pPeL,N,8
6KvM0lc0-xlws,27,53000,Aluguel,7,9AJf1f51-yBud,Educação,B,10000,10.25,0,0.19,bY0vH7D4-ja06,N,5
WpilJ7xo-Dn7Z,29,48000,Aluguel,13,miM0SobH-U85r,Investimento,A,10000,7.51,0,0.21,BFkBrhnJ-Ud9B,N,10
Pb3LB2h6-m0gQ,23,50000,Hipotecada,3,IAifDsyh-GvOl,Médico,B,10000,10.99,0,0.2,1idXwZhA-frRt,N,3
mZGUjoNQ-kxYw,24,45000,Hipotecada,8,9dmeaCd7-s6er,Investimento,A,6000,7.51,0,0.13,JkbMkmWZ-jC7z,N,3
IOgF2NEG-gYtA,27,300000,Hipotecada,6,R4TJI3Lr-q5uW,"Quitação de dividas",C,10000,14.27,0,0.03,4Hn5rwRt-FUpd,Y,7
ByXvJlPW-ZRPc,26,61754,Hipotecada,7,Yra78K9Y-hLM4,Médico,D,10000,14.83,1,0.14,vU698qQX-JJRq,N,4
4bqboFRC-tuDA,21,18492,Aluguel,0,Jjw4uykQ-oIyh,Educação,D,5000,12.92,1,0.27,rBSDltoG-K2Ss,Y,3
lj4x3kmP-6X0H,25,43000,Aluguel,9,ZrPn3HkU-230Q,Médico,A,1200,8.49,0,0.03,9RlkBCXw-ULKA,N,2
muFod56U-wg3K,24,135000,Aluguel,4,twBe3oDw-Fbzt,"Melhoramento do lar",C,24000,13.79,0,0.18,tLX3Udar-aIey,N,2
yjDm3AvT-zyCy,22,48000,Aluguel,6,xj9v9K9k-s3Wk,Educação,C,15000,15.96,1,0.31,9BESIcGP-BjAs,N,3
P2G0wswJ-sLLh,25,120775,Própria,9,yed0goTv-jzZz,Educação,C,15000,13.11,0,0.12,ZbPbZNG3-qQeU,N,4
sYKFIX4T-pvWK,26,53004,Hipotecada,3,JAI2i7BM-7wqE,"Quitação de dividas",B,5000,10,0,0.09,b0gD5u8l-LH6J,N,4
P5rWjGev-www4,25,45000,Aluguel,2,4B1noLjE-gMI4,"Quitação de dividas",A,11250,9.38,0,0.25,XsfswPn6-DGuP,N,2
3nDk6xCx-wxQC,21,65000,Própria,5,DZRfM8ct-F0OP,Médico,A,5000,5.79,0,0.08,gszHa7t2-vnfy,N,4
hRtgNqpK-dQMk,28,62352,Hipotecada,3,xzjjqMoT-yq9l,"Quitação de dividas",A,3800,6.62,0,0.06,1oTk6YcT-GYmO,N,7
R9pwUsrj-DZdw,28,123000,Própria,7,PnDvOQoN-WlsP,Pessoal,A,4000,8.59,0,0.03,EN7h6IjZ-wPtR,N,5
iB0SyBcO-X8gX,26,125000,Aluguel,5,3JZDZOQz-5K7G,"Melhoramento do lar",A,21000,8.9,0,0.17,M3UAxGPt-6Bdm,N,2
p65SkEJT-rrtZ,31,34000,Aluguel,3,hLBD9i3A-EED1,"Quitação de dividas",A,5000,5.42,0,0.15,AziEEOAO-YA9B,N,7
FhLZBuxA-gTg7,25,28675,Aluguel,1,PD0mZb7n-KYeQ,"Quitação de dividas",A,6000,8.9,0,0.21,M773Fgty-ae5Q,N,3
maGgJrbC-BLe6,24,33360,Hipotecada,7,JAnJ94Az-AyF9,"Melhoramento do lar",A,2500,7.14,0,0.07,DAKacRyP-FfWS,N,3
yGzPCNgS-6K0H,23,95000,Hipotecada,2,RDAcYG5D-damp,Investimento,A,4000,7.88,0,0.04,XFuFnNYJ-nHg3,N,3
1AWUeSY8-xdDc,22,44094,Aluguel,1,34cmos6A-5Tc9,Investimento,A,3600,7.37,0,0.08,qfRZakjl-Sw5q,N,3
A1UPeTdu-1GEO,23,40000,Aluguel,5,sN2HYKC7-ehN4,"Quitação de dividas",B,2000,11.71,0,0.05,jAc46XGC-XZEL,N,4
PvFmDz4U-qg3K,23,41000,Hipotecada,4,TW8ooDzF-hEU8,Médico,B,7500,10.71,0,0.18,tP1BMK7h-ecox,N,2
ZmebDhr8-D8Aj,23,60000,Aluguel,1,127NRXqq-z8pQ,"Quitação de dividas",B,6200,10.65,0,0.1,bWCe9cA3-RrRP,N,3
YYz2jEy8-aEpP,29,30720,Aluguel,2,wNCduY5v-B9nr,Médico,A,3500,5.99,0,0.11,kJ0eC1xN-CGPZ,N,8
goqpRijo-pFIg,30,72000,Hipotecada,5,eFKH7Gd7-GgJL,Médico,B,20000,10.38,0,0.28,ZBSEXCsP-KhKq,N,5
FDOj1HWz-5d9M,22,73000,Hipotecada,7,5w5MAkPD-pc6j,Investimento,D,12000,16.89,0,0.16,NuNiWCeM-hFvw,Y,2
jFK80XEC-0o5w,29,67422,Hipotecada,13,D6GlC9qE-9CfK,Educação,B,12800,11.49,0,0.19,lhp7Mhkf-u5jw,N,8
k5UnZzkY-THej,25,66420,Hipotecada,1,JUiJcwNg-0tk4,Médico,B,4000,12.18,0,0.06,h2Hk2Uok-P8Ts,N,3
cnTkgNgX-72JF,31,117516,Hipotecada,3,B2ugl8P3-Id3t,Médico,C,21000,13.49,0,0.18,o7YyPrwd-8ZfC,N,5
MZLFmnvJ-L5Nc,22,41838,Aluguel,0,pIkLmJuv-PQ20,Médico,D,6600,16.89,1,0.16,PTabyftO-xtyh,N,3
56NhmyAT-WK5P,26,21000,Aluguel,0,xzswHSbZ-cTfY,Investimento,A,4800,7.75,0,0.23,iK61fi9K-MPXb,N,4
5SbSP79g-GSMQ,23,42000,Hipotecada,7,PU4hTJ34-OAIQ,Educação,B,8000,10.99,0,0.19,6Pf60WtZ-uMst,N,4
tZLNnfCd-TJHk,27,55000,Hipotecada,5,ZdQ8kbrL-9zx5,Pessoal,A,5000,6.62,0,0.09,FuclKMqo-Uwsh,N,6
SQS1Dg2N-ZvtH,32,55000,Aluguel,0,nUYl5hlH-c5xi,Pessoal,B,8000,10,0,0.15,NH9rF1N6-ZGM6,N,9
wbnLbi7Y-T6f8,28,31000,Aluguel,2,1vafKk0c-34HZ,Pessoal,B,3000,10,0,0.1,8AA3ko89-IC8v,N,7
Fy9snBXp-WvjW,22,64000,Hipotecada,6,N92E8GD8-TsHm,Investimento,C,15000,13.23,0,0.23,E5H3eLl6-oN5w,Y,3
j0rExrjd-jmMx,28,50000,Aluguel,1,fdJuYza4-SPBY,"Melhoramento do lar",B,4000,10.59,0,0.08,cfgQSrJ3-07J9,N,10
K9sFwMw5-tu4C,35,165996,Aluguel,1,yxDTBLiB-ANh9,"Quitação de dividas",A,6000,5.42,0,0.04,lf8SeB1Y-Irj8,N,10
Ai1a562x-ymWe,32,100000,Aluguel,7,Wi48rqt8-8rcO,"Quitação de dividas",C,14400,13.35,0,0.14,OFWejY49-Ru25,N,5
EUq9K8ZY-3Bub,28,52000,Aluguel,0,wjQzwSKf-Kya5,"Melhoramento do lar",C,12000,13.35,0,0.23,QCifnzsI-nrbH,N,5
YSxtFP1M-jc3k,26,38400,Hipotecada,5,aSRidzwu-9NP6,"Quitação de dividas",A,6000,7.51,0,0.16,6lWRSNyE-F4Cr,N,3
SQZr3bYc-nBcC,23,105000,Aluguel,7,sPHGq6c4-7Z9j,Médico,B,7200,11.71,0,0.07,Mg1jwKdj-yPOL,N,2
hqIsXAU8-vCKM,22,35900,Hipotecada,6,wL0DWQaC-KxKK,Pessoal,C,6000,15.27,0,0.17,Oa20Nlp7-RtwM,N,3
KCY6xEe7-Ev1s,23,60000,Hipotecada,0,WmfsZ0IT-Qj2N,"Quitação de dividas",A,7500,8,0,0.13,UbAk57cN-pKnB,N,2
lzW2smUU-Neas,22,84000,Hipotecada,3,1lMx5OpT-QJ9o,Educação,B,10000,10.38,0,0.12,bnnSS100-jfcZ,N,3
7DMofDe9-OjUv,21,39996,Hipotecada,6,eYNnbcja-aDzs,Educação,C,13000,13.48,0,0.33,J2gzURgl-bvRj,N,2
AvjBWABj-7F4K,26,65000,Aluguel,5,Tt8m0pAO-owxO,"Melhoramento do lar",C,10000,14.27,0,0.15,m2TvzvWA-sq8N,N,4
fDKLfv1r-SWrl,31,42100,Aluguel,4,CE4BTrzy-PCPA,"Quitação de dividas",B,5000,10.36,0,0.12,c4WJFBoI-k2FU,N,9
pKD6MyQR-ilic,35,71000,Aluguel,3,CFbG5r7k-REle,Educação,B,8000,11.49,0,0.11,eRzPrYOg-y3uS,N,6
W9QNJL7Q-7BUw,24,60000,Aluguel,6,eDJGPNpr-vuvQ,"Melhoramento do lar",C,15000,13.99,0,0.25,kMHAaw0i-Cg4w,N,4
RgmMkigl-ZgvJ,22,30000,Hipotecada,6,0FrDiQlf-jlhh,Educação,D,6600,14.42,0,0.22,n4oepD25-OIl4,N,4
LNaAgJ5o-KTgt,38,40246,Hipotecada,7,v5AZjOmf-lhcs,"Melhoramento do lar",A,12000,8.9,0,0.3,0d6GQdgr-k8iM,N,15
YY8nEd3z-2QNa,26,96500,Aluguel,10,3jwOLG7B-JysE,"Quitação de dividas",C,8000,13.61,0,0.08,SNenOkJ6-DK1K,Y,3
zt25Uchp-4bXr,24,71000,Própria,4,qGgNcdDm-PE85,Pessoal,B,14000,10.99,0,0.2,ngqvPk16-OF6k,N,3
FuypEe4X-ps5b,23,44000,Hipotecada,2,kTqkvC0c-ML9X,Investimento,C,4000,15.27,0,0.09,E91HMZrn-9u8Y,N,2
aD8sd18U-IfaI,25,199000,Hipotecada,4,jXOUUmBb-hFL8,Pessoal,B,15000,9.99,0,0.08,YtKYOa3Q-hlLM,N,2
WnSPsPr7-bujd,23,65000,Própria,6,W0sNZYdZ-f2b8,Pessoal,B,6000,10.65,0,0.09,8DL9MlRz-fmnO,N,2
djCvM3CG-WXSU,25,80000,Hipotecada,5,uskHOb5o-axYI,Educação,B,25000,10.36,0,0.31,576KvC8N-4dyg,N,3
xWWJGFLw-a4tl,23,10000,Aluguel,1,3tmW44vs-Ujzo,"Quitação de dividas",D,1750,15.05,1,0.17,IWHNdLjo-kDE4,Y,3
ajfTsIFH-t3q2,24,80000,Própria,5,7IZlm9EH-ZerS,Educação,C,2200,13.49,0,0.03,OaJ2X2l2-W5by,N,4
btqyCbUu-9WiY,26,69600,Hipotecada,3,m13QKxGZ-fg2k,Investimento,C,5000,11.66,0,0.07,HQZzxoqp-xAEq,N,4
RiRpNjv5-XpfO,24,30000,Aluguel,3,ciu9nIxZ-8bcC,Médico,A,10000,5.79,1,0.33,ObnK4ADo-jDu6,N,4
ap6dxC1t-RGKZ,31,24996,Aluguel,0,vGGIBOz9-Yspw,Educação,C,10750,12.53,1,0.43,ntSWEYko-nsSd,N,8
ymfGRgup-GJ18,29,118400,Hipotecada,11,c2tdvdyL-rGOx,Educação,A,35000,7.9,0,0.3,FiYGxSXU-O3CB,N,7
pg2902xP-eefP,33,45600,Hipotecada,1,L1TccL1u-ReqO,Educação,A,4000,5.99,0,0.09,dx39s8gK-sjHm,N,10
FmXNlTcr-Xa9f,28,62040,Aluguel,0,K3SGNlvc-YieO,"Quitação de dividas",C,13400,13.06,0,0.22,w17uL2hB-kA2z,Y,6
7tZJDfON-IK35,23,67000,Hipotecada,7,7nb5hXG6-2Qi7,Médico,B,2500,11.71,0,0.04,dBA4Jg2u-OOx2,N,3
rNBfdaRs-DejX,45,115000,Hipotecada,8,5RMEppMy-b67m,Investimento,A,8000,8.94,0,0.07,u2DMfFUF-9OCt,N,11
GGXWvX0p-8XHl,26,63000,Aluguel,4,LfBpd32O-YR3n,Investimento,D,7000,14.84,0,0.11,SYFj1ms8-1pZS,N,2
IRjUmj14-vG7O,37,50000,Aluguel,1,TBwGUm6j-O8Ul,"Melhoramento do lar",C,15000,13.22,0,0.3,GWp3oKO0-xAYw,Y,11
JUFBPaoG-CvlY,22,31000,Aluguel,0,0Wh8Tdhg-IODr,"Quitação de dividas",B,12000,10.25,1,0.39,gvKHNN4u-gUvI,N,4
eBD5kZTM-ftes,26,72996,Hipotecada,1,KajDwc8A-T3jW,Educação,B,15000,10.38,0,0.21,9lKmpJ2S-A2Uy,N,4
CUsJ8Gkv-k2EU,24,35000,Aluguel,7,iQDPthnA-weji,Educação,A,3500,6.99,0,0.1,heypTf4F-iljB,N,2
ssaanqET-Gv6U,31,55000,Hipotecada,9,qyUCGPQh-fQh2,"Melhoramento do lar",A,8000,7.49,0,0.15,1b37wCAY-sPz0,N,9
ugL3EseF-bJPq,26,137000,Hipotecada,3,xzUUUzJD-cvKQ,Educação,A,21500,6.62,0,0.16,oF5bdFYO-aj74,N,4
ibP5nq2Y-AqCp,24,40000,Hipotecada,3,tHAgTjY7-AIha,Investimento,A,5000,8.59,0,0.13,9a1dGeKz-pP8S,N,3
4A5NkQka-W83Q,28,84000,Aluguel,1,w7HJfiPD-lD1O,Pessoal,B,12000,11.71,0,0.14,h8vrPyOo-30Oy,N,8
J3TJbD1q-CK6J,43,54000,Aluguel,0,IpsY3izU-iyER,Pessoal,D,9000,15.65,1,0.17,9d9zMcpF-IBNj,Y,14
logLUbIc-qXW9,30,66000,Hipotecada,2,ZQWZB2p1-rnbc,"Melhoramento do lar",B,12000,11.71,1,0.18,n3SzISyZ-N230,N,6
pOZZoy56-p7xK,28,131040,Hipotecada,0,0iAhQHfw-AAoh,Médico,C,10000,13.35,0,0.08,Bzd4tmjn-LC1U,Y,7
DmXphQq9-LBxX,24,43300,Hipotecada,2,qlzl3GLH-sW3B,Educação,B,24000,10.62,0,0.55,0NSfgCFO-fpm0,N,2
c5NSquQ9-eqo1,40,150000,Hipotecada,18,fNbxEffG-WSh6,Médico,A,24000,6.62,0,0.16,t7HzyWdy-oqGY,N,14
qUnM7xfY-zYx9,27,31850,Hipotecada,8,xAnrHdRE-LHLE,Investimento,B,14125,10.65,0,0.44,QsQpl6AK-OX28,N,8
GoutfaFO-5cz5,30,50400,Hipotecada,7,2MYYwEGQ-P3mD,Pessoal,A,3000,7.29,0,0.06,KqcvPcWh-e62Y,N,6
pyqNlFpE-hPy9,26,213000,Hipotecada,6,Ca5TeYTw-XHzW,Educação,B,35000,10.65,1,0.16,4QxKa9Pz-r7mO,N,2
GCBt9v9t-RHRr,26,70000,Hipotecada,1,2NxCjTcp-mMbG,Médico,C,7000,14.26,0,0.1,cX7f3ykq-j4Tw,Y,4
Map0xvhK-KvmH,23,25000,Própria,5,IR1F5if0-XQU1,Médico,A,7200,8.49,0,0.29,RKxkbpWC-z2ip,N,2
s9s4EsLG-lwNH,26,50000,Própria,7,hLi4P1OO-BF90,Médico,A,12000,8.49,0,0.24,WgaYGugs-GXqU,N,4
SnPZ9sS7-m50a,24,25000,Hipotecada,3,aMoqyZ6H-soNo,Investimento,A,9000,7.14,0,0.36,6A9m9HOG-1ZuR,N,4
8GJBThX0-cGF5,31,57006,Aluguel,7,3aEgtgFD-xG7l,Investimento,A,6000,7.29,0,0.11,RHyhS6Yw-FSDk,N,10
Xq4Aoi4I-0LFL,27,275000,Aluguel,7,zgUA9fSI-j2xc,"Melhoramento do lar",D,10000,14.91,0,0.04,hyLGPajc-d2YA,Y,10
172KG4wL-guul,23,57500,Aluguel,1,oKb1w4Dl-gEj7,Investimento,B,4000,8.88,0,0.07,s1dnAGH4-bqHN,N,2
eGBEUPzY-UdwD,31,73000,Aluguel,5,4IlL9DQR-ZqNf,"Melhoramento do lar",B,5800,10.37,0,0.08,hf91BdhS-NTOi,N,6
suXz5MAl-WEJ2,25,70000,Aluguel,8,UQ4Qzd9p-aNq0,Investimento,D,15000,14.42,0,0.21,UbdgIfzp-4v7R,Y,2
gKsGErdR-eeW7,24,67746,Aluguel,8,LF5i2u6U-R9mx,"Melhoramento do lar",C,33000,12.68,1,0.49,OpgkHl9W-OtRx,N,3
JzjQgza8-ckrB,34,50000,Aluguel,0,aEavzqOY-BTQj,"Melhoramento do lar",C,15000,12.72,0,0.3,fmUKbWc6-IO9Y,Y,9
7Oyj7kes-T53b,23,48000,Aluguel,7,I5yAxEsl-9jQk,"Quitação de dividas",C,3500,13.98,0,0.07,Gjp9DJr1-bNrF,N,4
hSsqpcCw-PDdJ,21,85000,Aluguel,5,ZDKYW8d9-4hU7,Pessoal,B,3200,10.25,0,0.04,JLuP59LM-XvT7,N,4
2UbBUxAF-NR7K,25,45000,Aluguel,4,QKwhB72O-8JLX,Médico,B,10000,12.69,0,0.22,wKp3zQdk-1v9p,N,2
TMv6Ddc2-fTis,33,40000,Aluguel,2,Nf5g2aA6-vHQX,"Quitação de dividas",A,4000,7.88,0,0.1,FyW6roZ4-Q4Oo,N,10
gvkoNPPF-0Y8H,24,36000,Aluguel,8,NmcvvIrd-ogg7,Investimento,B,8000,11.48,0,0.22,FKIc1kne-0hr7,N,4
m0EsrCQA-UxF8,23,74000,Aluguel,3,ybSH8enN-9zbG,Médico,B,25000,10.36,1,0.34,9UdFSUoj-JTbn,N,2
mICNubik-QBGS,29,45200,Hipotecada,7,wnNXkzRk-g4UL,Médico,D,6000,16.49,1,0.13,fqHLDBGT-OKth,Y,10
gpvtu18j-leWY,31,80000,Hipotecada,6,tXk43Ht7-Rs7Y,Educação,B,7500,12.18,0,0.09,BtCE6d3L-ZBeb,N,7
SragtXBq-e1es,25,80140,Hipotecada,4,OfP5DP80-WTnh,"Quitação de dividas",B,11300,10.37,0,0.14,vWBPETFN-WZbN,N,2
n6hcGlDv-vrSa,24,95000,Hipotecada,4,vR1nnsmU-BfPS,Pessoal,B,25000,10.08,0,0.26,MhdkTinw-IbAj,N,4
GbzgUdIX-9tHo,22,50000,Aluguel,3,Q27UZfeF-aUCo,"Quitação de dividas",C,10000,13.99,0,0.2,k8GYjJfi-HAQ3,Y,2
pFypCFnB-cJgs,28,39000,Aluguel,6,w7L7ckTp-0PMv,Educação,A,14000,7.9,1,0.36,JP6YhwEt-mq3L,N,8
nAaSmTLL-mxD8,22,50000,Hipotecada,6,jzppzPGG-n5jv,Pessoal,A,7800,6.62,0,0.16,A4gS5ksR-xk7e,N,3
oZeIGYlG-ibew,26,41400,Aluguel,5,5dwzElMs-e5F6,Médico,B,7300,9.45,0,0.18,AHzFlaKf-4Hge,N,2
WnIbsJ6m-GRz1,26,33000,Aluguel,2,UR7L5DlI-HpBs,Médico,B,5000,12.69,0,0.15,TCbidtyc-OgZg,N,4
nwTPaOsg-l0Kw,30,71000,Aluguel,2,yoPRnhAp-fwYe,"Melhoramento do lar",A,12000,8.9,0,0.17,fcISCbk0-DYKK,N,8
ZpuRzFFm-Kmuz,22,60000,Aluguel,6,P57lTPoS-Y4Jz,Educação,B,2000,9.63,0,0.03,oHCmsWT1-FA2T,N,2
HpkCZvGq-0hqZ,23,70000,Aluguel,2,2JmNHEOP-QpBO,"Quitação de dividas",A,10000,9.63,0,0.14,5S6ySKNq-svyh,N,3
dGvPKBiK-x4mq,51,80000,Aluguel,3,oL0q7169-ucgs,"Melhoramento do lar",F,18000,18.78,0,0.23,y3GgWrNO-ju0D,Y,20
NzWYdooc-SJYM,39,98000,Hipotecada,22,jMLCsNv2-UOQ9,Médico,C,8000,13.49,0,0.08,1qKT72Zr-oliS,Y,16
Ov6pqHYg-XccY,27,74400,Hipotecada,11,0ZvishKx-0sAr,"Quitação de dividas",D,10000,16,1,0.13,bDO94w8U-nufq,Y,6
84A8fB9m-rW3c,32,42000,Aluguel,0,ZE4x2a0N-vBJt,Educação,D,2000,15.62,1,0.05,8JcsZzt5-Jxrt,N,6
Lx39pe5t-rnzo,27,51996,Própria,8,pNv7tvUZ-BlYF,"Quitação de dividas",D,9600,14.09,0,0.18,mEHE03XG-ZnYa,N,9
Wdi6xrgf-Oyng,34,48000,Aluguel,0,TpOhWix6-06w9,Educação,A,4000,8,0,0.08,Pr5rtPFf-Aw9t,N,9
Zqb4bidz-lyKT,25,110000,Hipotecada,1,JfUzK1Tc-2F2c,"Quitação de dividas",B,10000,12.69,0,0.09,JCioag3n-u6NZ,N,3
3CnNaLjR-KR4u,34,46000,Aluguel,1,PAvvaHn3-MTZR,Pessoal,B,5850,11.12,0,0.13,LLqt4cYp-miHv,N,8
r1bj0Z5a-nK17,22,26000,Hipotecada,3,eXn5hvhB-vysE,Pessoal,B,500,10.46,0,0.02,i7uPQphz-nRRH,N,4
6rnBRndP-Ob4J,26,38376,Hipotecada,3,giM3HjPr-g1XW,Educação,A,14500,7.88,0,0.38,HiMOrNge-WZfr,N,3
fcZbLhL2-UnFP,23,51996,Aluguel,7,4a6XrOzw-WErd,"Quitação de dividas",C,4000,13.98,0,0.08,PqiatCEG-Kp5W,Y,2
xEMaQ9wX-m0Jy,23,28000,Própria,0,PcvkxwlS-Zs0E,Investimento,B,1250,10.99,0,0.04,BDcab5JP-IpGQ,N,4
q3Z6kSJf-Rsat,24,26000,Aluguel,0,aG4xJ8H3-OOu0,Pessoal,E,4200,16,1,0.16,GlAI568m-j4tA,N,2
jWUvKrf4-axs1,34,72000,Aluguel,17,7f3I03hN-859j,Médico,C,2400,13.16,0,0.03,mAmmyhpl-pY0A,N,8
RcrOPykR-ZujN,30,55000,Hipotecada,0,63wbpKc5-d4L5,Educação,D,12000,13.55,0,0.22,7E6jrwGB-FR9m,N,5
xo81Lria-8FqD,21,82000,Aluguel,4,dc3LDBFt-XgBw,Investimento,D,12000,15.21,0,0.15,u6KmOvF5-Jva8,N,4
5TjNy456-YZKZ,31,100000,Aluguel,3,uAcDa8kE-ftnF,Educação,B,8800,10,0,0.09,5qYxx3Qy-l2jG,N,8
pK8J52Mv-rHOS,21,30000,Hipotecada,6,SXL4hIa6-LLgX,Pessoal,A,3000,5.99,0,0.1,frnc18aY-yXy6,N,4
f6UXcUG2-pEPQ,30,38400,Hipotecada,14,2dgcMtb8-GCk8,"Quitação de dividas",A,16750,7.88,0,0.44,KJ73rFzH-hD3y,N,5
ArnzJcgJ-g1z8,23,113000,Hipotecada,6,CEn5Uk1y-DLCB,"Quitação de dividas",B,10000,10.38,1,0.09,5tAdnwTJ-mNIi,N,3
Eyu7eXpz-ON4d,22,39000,Aluguel,1,8DcxrtIN-aqG8,"Melhoramento do lar",D,5600,14.96,1,0.14,Iivv5DBE-GO0f,N,4
lJl8oiNR-M605,22,49536,Hipotecada,6,l5XDxYB6-Lg87,"Quitação de dividas",A,5200,6.62,0,0.1,OjR7PWUD-zitE,N,2
